9.514548583905330092e-01,9.514548583905330092e-01,9.514548583905330092e-01,9.514548583905330092e-01,9.514548583905330092e-01
9.514548583905332313e-01,9.514548583905332313e-01,9.514548583905332313e-01,9.514288162726367570e-01,9.513210196640471406e-01
9.514548583905327872e-01,9.514549097292731572e-01,9.514628149694694947e-01,9.514007630813430261e-01,9.511919605651830700e-01
9.514548583905333423e-01,9.514550395512005876e-01,9.513885659093497260e-01,9.513900411630609177e-01,9.510703953937371669e-01
9.514548583905328982e-01,9.514551419001088250e-01,9.514067065442519677e-01,9.513762448436106078e-01,9.509624850759101911e-01
9.514548583905331203e-01,9.514552116894191558e-01,9.514154340729369386e-01,9.513655549661800270e-01,9.508578546449756308e-01
9.514548583905330092e-01,9.514553604108358931e-01,9.514275822830867702e-01,9.513543629441403304e-01,9.507604607499695604e-01
9.514548583905331203e-01,9.514554877398216925e-01,9.514331473425303720e-01,9.513421566782593874e-01,9.506658515895357597e-01
9.514548583905330092e-01,9.514555982691808023e-01,9.514416025488483530e-01,9.513305514355778758e-01,9.505729161412350692e-01
9.514548583905327872e-01,9.514557287929128471e-01,9.514500255236238990e-01,9.513234054956291041e-01,9.504824246106317043e-01
9.514548583905330092e-01,9.514558710582897705e-01,9.514553438194752744e-01,9.513166613577784814e-01,9.503985572815990546e-01
9.514548583905333423e-01,9.514560553434311396e-01,9.514341261592149657e-01,9.513084125863928708e-01,9.503158404648971436e-01
9.514548583905331203e-01,9.514562243792864527e-01,9.514472433821745678e-01,9.512989732913111895e-01,9.502339862681056237e-01
9.514548583905331203e-01,9.514563912421376557e-01,9.514580380842118101e-01,9.512935719737288798e-01,9.501527320237226348e-01
9.514548583905328982e-01,9.514565437387928482e-01,9.514653885311202819e-01,9.512890302908648676e-01,9.500725399839794472e-01
9.514548583905331203e-01,9.514566908547044122e-01,9.514772725934631525e-01,9.512671747767891262e-01,9.499937726494754875e-01
9.514548583905330092e-01,9.514568296241127099e-01,9.514806243160817134e-01,9.512285433482738917e-01,9.499154483338700938e-01
9.514548583905330092e-01,9.514569598789708316e-01,9.514935626835210325e-01,9.512213831635900618e-01,9.498378657885243603e-01
9.514548583905333423e-01,9.514571011119026256e-01,9.515016142691465895e-01,9.512121894105549647e-01,9.497609317148775210e-01
9.514548583905333423e-01,9.514572325204422309e-01,9.515160085102771781e-01,9.511760653903841289e-01,9.496850911540684059e-01
9.514548583905327872e-01,9.514573567798135789e-01,9.515314063572416492e-01,9.511708801413447656e-01,9.496104059313057455e-01
9.514548583905328982e-01,9.514574674761662187e-01,9.515414618127207014e-01,9.511644744015887998e-01,9.495365876588979237e-01
9.514548583905331203e-01,9.514575704852287208e-01,9.515523966825860658e-01,9.511567583904444456e-01,9.494638459572742883e-01
9.514548583905330092e-01,9.514576874425636488e-01,9.515547295887976098e-01,9.511558160191577738e-01,9.493928283201961138e-01
9.514548583905331203e-01,9.514578006304231783e-01,9.515641603038382801e-01,9.511471742252196604e-01,9.493227895783727943e-01
9.514548583905331203e-01,9.514579072459483644e-01,9.515748034758466645e-01,9.511443726141676214e-01,9.492532887093287908e-01
9.514548583905328982e-01,9.514580358682680483e-01,9.515850673869712395e-01,9.511382749029652084e-01,9.491844658342986074e-01
9.514548583905328982e-01,9.514581593025299711e-01,9.515958221174461995e-01,9.511333733279848657e-01,9.491168137195512555e-01
9.514548583905324541e-01,9.514582783563924062e-01,9.516036598362214161e-01,9.511295781200292954e-01,9.490497604155030409e-01
9.514548583905328982e-01,9.514583900098170233e-01,9.516159725563558824e-01,9.511240762877520849e-01,9.489832051762547849e-01
9.514548583905332313e-01,9.514584968227046691e-01,9.516251224591359970e-01,9.511114861252110142e-01,9.489177199276259689e-01
9.514548583905331203e-01,9.514585966299768938e-01,9.516284789541415989e-01,9.511065918042850287e-01,9.488526171113255137e-01
9.514548583905333423e-01,9.514586939870355309e-01,9.516388598105917085e-01,9.511042687468863610e-01,9.487881142261356260e-01
9.514548583905328982e-01,9.514587856486924622e-01,9.516380426311458196e-01,9.511003082487966553e-01,9.487241209896766225e-01
9.514548583905333423e-01,9.514588828187823255e-01,9.516442095464556772e-01,9.510954255686360215e-01,9.486606148704148644e-01
9.514548583905327872e-01,9.514589838166789271e-01,9.516558805016567257e-01,9.510896419748732233e-01,9.485975031081648190e-01
9.514548583905331203e-01,9.514590836186685996e-01,9.516675118241564313e-01,9.510870980564023469e-01,9.485348243736858587e-01
9.514548583905332313e-01,9.514591867797889124e-01,9.516281895036968752e-01,9.510826874790743179e-01,9.484730694235883330e-01
9.514548583905328982e-01,9.514592982999665605e-01,9.516424148333111344e-01,9.510793590529132979e-01,9.484117306629410438e-01
9.514548583905331203e-01,9.514594040469949165e-01,9.516520886833406134e-01,9.510616307605508357e-01,9.483505771954611197e-01
9.514548583905330092e-01,9.514595043447692246e-01,9.516624652263367956e-01,9.510591305604353396e-01,9.482898095902224656e-01
9.514548583905328982e-01,9.514596031430815337e-01,9.516735090963472921e-01,9.510566653090221090e-01,9.482295875836967980e-01
9.514548583905328982e-01,9.514597168805689620e-01,9.516767710955029713e-01,9.510539206033743476e-01,9.481696859335306815e-01
9.514548583905330092e-01,9.514598283096384890e-01,9.516858868829848328e-01,9.510474751547431937e-01,9.481107302794856695e-01
